item,lexicon,family,query_type,cond,arm,k,estimand_unchanged,touches_causal_path,unchanged_qt
317,KEEP,diamond,backadj,DR_k1,DR,1,False,True,False
317,KEEP,diamond,backadj,DR_k2,DR,2,False,True,False
317,KEEP,diamond,backadj,DR_k3,DR,3,False,True,False
317,KEEP,diamond,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
317,PSEUDO,diamond,backadj,DR_k1,DR,1,False,True,False
317,PSEUDO,diamond,backadj,DR_k2,DR,2,False,True,False
317,PSEUDO,diamond,backadj,DR_k3,DR,3,False,True,False
317,PSEUDO,diamond,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
318,KEEP,diamond,backadj,DR_k1,DR,1,False,True,False
318,KEEP,diamond,backadj,DR_k2,DR,2,False,True,False
318,KEEP,diamond,backadj,DR_k3,DR,3,False,True,False
318,KEEP,diamond,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
318,PSEUDO,diamond,backadj,DR_k1,DR,1,False,True,False
318,PSEUDO,diamond,backadj,DR_k2,DR,2,False,True,False
318,PSEUDO,diamond,backadj,DR_k3,DR,3,False,True,False
318,PSEUDO,diamond,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
319,KEEP,diamond,ate,DR_k1,DR,1,False,True,False
319,KEEP,diamond,ate,DR_k2,DR,2,False,True,False
319,KEEP,diamond,ate,DR_k3,DR,3,False,True,False
319,KEEP,diamond,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
319,PSEUDO,diamond,ate,DR_k1,DR,1,False,True,False
319,PSEUDO,diamond,ate,DR_k2,DR,2,False,True,False
319,PSEUDO,diamond,ate,DR_k3,DR,3,False,True,False
319,PSEUDO,diamond,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
320,KEEP,diamond,nie,DR_k1,DR,1,True,True,False
320,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
320,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
320,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
320,PSEUDO,diamond,nie,DR_k1,DR,1,True,True,False
320,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
320,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
320,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
321,KEEP,diamond,det-counterfactual,DR_k1,DR,1,False,True,False
321,KEEP,diamond,det-counterfactual,DR_k2,DR,2,False,True,False
321,KEEP,diamond,det-counterfactual,DR_k3,DR,3,False,True,False
321,KEEP,diamond,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
321,PSEUDO,diamond,det-counterfactual,DR_k1,DR,1,False,True,False
321,PSEUDO,diamond,det-counterfactual,DR_k2,DR,2,False,True,False
321,PSEUDO,diamond,det-counterfactual,DR_k3,DR,3,False,True,False
321,PSEUDO,diamond,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
322,KEEP,diamond,nie,DR_k1,DR,1,True,True,False
322,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
322,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
322,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
322,PSEUDO,diamond,nie,DR_k1,DR,1,True,True,False
322,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
322,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
322,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
323,KEEP,diamond,det-counterfactual,DR_k1,DR,1,True,True,False
323,KEEP,diamond,det-counterfactual,DR_k2,DR,2,False,True,False
323,KEEP,diamond,det-counterfactual,DR_k3,DR,3,False,True,False
323,KEEP,diamond,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
323,PSEUDO,diamond,det-counterfactual,DR_k1,DR,1,True,True,False
323,PSEUDO,diamond,det-counterfactual,DR_k2,DR,2,False,True,False
323,PSEUDO,diamond,det-counterfactual,DR_k3,DR,3,False,True,False
323,PSEUDO,diamond,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
324,KEEP,diamond,ett,DR_k1,DR,1,False,True,False
324,KEEP,diamond,ett,DR_k2,DR,2,False,True,False
324,KEEP,diamond,ett,DR_k3,DR,3,False,True,False
324,KEEP,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
324,PSEUDO,diamond,ett,DR_k1,DR,1,False,True,False
324,PSEUDO,diamond,ett,DR_k2,DR,2,False,True,False
324,PSEUDO,diamond,ett,DR_k3,DR,3,False,True,False
324,PSEUDO,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
325,KEEP,diamond,nie,DR_k1,DR,1,True,True,False
325,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
325,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
325,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,True,True,False
325,PSEUDO,diamond,nie,DR_k1,DR,1,True,True,False
325,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
325,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
325,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
326,KEEP,diamond,nie,DR_k1,DR,1,True,True,False
326,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
326,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
326,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
326,PSEUDO,diamond,nie,DR_k1,DR,1,True,True,False
326,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
326,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
326,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
327,KEEP,diamond,ett,DR_k1,DR,1,False,True,False
327,KEEP,diamond,ett,DR_k2,DR,2,False,True,False
327,KEEP,diamond,ett,DR_k3,DR,3,False,True,False
327,KEEP,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
327,PSEUDO,diamond,ett,DR_k1,DR,1,False,True,False
327,PSEUDO,diamond,ett,DR_k2,DR,2,False,True,False
327,PSEUDO,diamond,ett,DR_k3,DR,3,False,True,False
327,PSEUDO,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
328,KEEP,diamond,ett,DR_k1,DR,1,False,True,False
328,KEEP,diamond,ett,DR_k2,DR,2,False,True,False
328,KEEP,diamond,ett,DR_k3,DR,3,False,True,False
328,KEEP,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
328,PSEUDO,diamond,ett,DR_k1,DR,1,False,True,False
328,PSEUDO,diamond,ett,DR_k2,DR,2,False,True,False
328,PSEUDO,diamond,ett,DR_k3,DR,3,False,True,False
328,PSEUDO,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
329,KEEP,diamond,nie,DR_k1,DR,1,False,True,False
329,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
329,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
329,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
329,PSEUDO,diamond,nie,DR_k1,DR,1,False,True,False
329,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
329,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
329,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
330,KEEP,diamond,nie,DR_k1,DR,1,False,True,False
330,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
330,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
330,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
330,PSEUDO,diamond,nie,DR_k1,DR,1,False,True,False
330,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
330,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
330,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
331,KEEP,diamond,ett,DR_k1,DR,1,False,True,False
331,KEEP,diamond,ett,DR_k2,DR,2,False,True,False
331,KEEP,diamond,ett,DR_k3,DR,3,False,True,False
331,KEEP,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
331,PSEUDO,diamond,ett,DR_k1,DR,1,False,True,False
331,PSEUDO,diamond,ett,DR_k2,DR,2,False,True,False
331,PSEUDO,diamond,ett,DR_k3,DR,3,False,True,False
331,PSEUDO,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
332,KEEP,diamond,det-counterfactual,DR_k1,DR,1,False,True,False
332,KEEP,diamond,det-counterfactual,DR_k2,DR,2,False,True,False
332,KEEP,diamond,det-counterfactual,DR_k3,DR,3,False,True,False
332,KEEP,diamond,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
332,PSEUDO,diamond,det-counterfactual,DR_k1,DR,1,False,True,False
332,PSEUDO,diamond,det-counterfactual,DR_k2,DR,2,False,True,False
332,PSEUDO,diamond,det-counterfactual,DR_k3,DR,3,False,True,False
332,PSEUDO,diamond,det-counterfactual,SCRAMBLE,SCRAMBLE,0,False,True,False
333,KEEP,diamond,ett,DR_k1,DR,1,False,True,False
333,KEEP,diamond,ett,DR_k2,DR,2,False,True,False
333,KEEP,diamond,ett,DR_k3,DR,3,False,True,False
333,KEEP,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
333,PSEUDO,diamond,ett,DR_k1,DR,1,False,True,False
333,PSEUDO,diamond,ett,DR_k2,DR,2,False,True,False
333,PSEUDO,diamond,ett,DR_k3,DR,3,False,True,False
333,PSEUDO,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
334,KEEP,diamond,nie,DR_k1,DR,1,True,True,False
334,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
334,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
334,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
334,PSEUDO,diamond,nie,DR_k1,DR,1,True,True,False
334,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
334,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
334,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
335,KEEP,diamond,nie,DR_k1,DR,1,True,True,False
335,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
335,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
335,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
335,PSEUDO,diamond,nie,DR_k1,DR,1,True,True,False
335,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
335,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
335,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
336,KEEP,diamond,ett,DR_k1,DR,1,False,True,False
336,KEEP,diamond,ett,DR_k2,DR,2,False,True,False
336,KEEP,diamond,ett,DR_k3,DR,3,False,True,False
336,KEEP,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
336,PSEUDO,diamond,ett,DR_k1,DR,1,False,True,False
336,PSEUDO,diamond,ett,DR_k2,DR,2,False,True,False
336,PSEUDO,diamond,ett,DR_k3,DR,3,False,True,False
336,PSEUDO,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
337,KEEP,diamond,ett,DR_k1,DR,1,True,True,True
337,KEEP,diamond,ett,DR_k2,DR,2,False,True,False
337,KEEP,diamond,ett,DR_k3,DR,3,False,True,False
337,KEEP,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
337,PSEUDO,diamond,ett,DR_k1,DR,1,True,True,True
337,PSEUDO,diamond,ett,DR_k2,DR,2,False,True,False
337,PSEUDO,diamond,ett,DR_k3,DR,3,False,True,False
337,PSEUDO,diamond,ett,SCRAMBLE,SCRAMBLE,0,False,True,False
338,KEEP,diamond,nie,DR_k1,DR,1,True,True,False
338,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
338,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
338,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
338,PSEUDO,diamond,nie,DR_k1,DR,1,True,True,False
338,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
338,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
338,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
339,KEEP,diamond,nie,DR_k1,DR,1,True,True,False
339,KEEP,diamond,nie,DR_k2,DR,2,False,True,False
339,KEEP,diamond,nie,DR_k3,DR,3,False,True,False
339,KEEP,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
339,PSEUDO,diamond,nie,DR_k1,DR,1,True,True,False
339,PSEUDO,diamond,nie,DR_k2,DR,2,False,True,False
339,PSEUDO,diamond,nie,DR_k3,DR,3,False,True,False
339,PSEUDO,diamond,nie,SCRAMBLE,SCRAMBLE,0,False,True,False
340,KEEP,diamondcut,marginal,DR_k1,DR,1,False,True,False
340,KEEP,diamondcut,marginal,DR_k2,DR,2,False,True,False
340,KEEP,diamondcut,marginal,DR_k3,DR,3,False,True,False
340,KEEP,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
340,PSEUDO,diamondcut,marginal,DR_k1,DR,1,False,True,False
340,PSEUDO,diamondcut,marginal,DR_k2,DR,2,False,True,False
340,PSEUDO,diamondcut,marginal,DR_k3,DR,3,False,True,False
340,PSEUDO,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
341,KEEP,diamondcut,correlation,DR_k1,DR,1,True,False,True
341,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
341,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
341,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
341,PSEUDO,diamondcut,correlation,DR_k1,DR,1,True,False,True
341,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
341,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
341,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
342,KEEP,diamondcut,correlation,DR_k1,DR,1,False,True,False
342,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
342,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
342,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
342,PSEUDO,diamondcut,correlation,DR_k1,DR,1,False,True,False
342,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
342,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
342,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
343,KEEP,diamondcut,marginal,DR_k1,DR,1,False,True,False
343,KEEP,diamondcut,marginal,DR_k2,DR,2,False,True,False
343,KEEP,diamondcut,marginal,DR_k3,DR,3,False,True,False
343,KEEP,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
343,PSEUDO,diamondcut,marginal,DR_k1,DR,1,False,True,False
343,PSEUDO,diamondcut,marginal,DR_k2,DR,2,False,True,False
343,PSEUDO,diamondcut,marginal,DR_k3,DR,3,False,True,False
343,PSEUDO,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
344,KEEP,diamondcut,correlation,DR_k1,DR,1,False,True,False
344,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
344,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
344,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
344,PSEUDO,diamondcut,correlation,DR_k1,DR,1,False,True,False
344,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
344,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
344,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
345,KEEP,diamondcut,correlation,DR_k1,DR,1,False,True,False
345,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
345,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
345,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
345,PSEUDO,diamondcut,correlation,DR_k1,DR,1,False,True,False
345,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
345,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
345,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
346,KEEP,diamondcut,marginal,DR_k1,DR,1,False,True,False
346,KEEP,diamondcut,marginal,DR_k2,DR,2,False,True,False
346,KEEP,diamondcut,marginal,DR_k3,DR,3,False,True,False
346,KEEP,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
346,PSEUDO,diamondcut,marginal,DR_k1,DR,1,False,True,False
346,PSEUDO,diamondcut,marginal,DR_k2,DR,2,False,True,False
346,PSEUDO,diamondcut,marginal,DR_k3,DR,3,False,True,False
346,PSEUDO,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
347,KEEP,diamondcut,marginal,DR_k1,DR,1,False,True,False
347,KEEP,diamondcut,marginal,DR_k2,DR,2,False,True,False
347,KEEP,diamondcut,marginal,DR_k3,DR,3,False,True,False
347,KEEP,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
347,PSEUDO,diamondcut,marginal,DR_k1,DR,1,False,True,False
347,PSEUDO,diamondcut,marginal,DR_k2,DR,2,False,True,False
347,PSEUDO,diamondcut,marginal,DR_k3,DR,3,False,True,False
347,PSEUDO,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
348,KEEP,diamondcut,marginal,DR_k1,DR,1,False,True,False
348,KEEP,diamondcut,marginal,DR_k2,DR,2,False,True,False
348,KEEP,diamondcut,marginal,DR_k3,DR,3,False,True,False
348,KEEP,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
348,PSEUDO,diamondcut,marginal,DR_k1,DR,1,False,True,False
348,PSEUDO,diamondcut,marginal,DR_k2,DR,2,False,True,False
348,PSEUDO,diamondcut,marginal,DR_k3,DR,3,False,True,False
348,PSEUDO,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
349,KEEP,diamondcut,correlation,DR_k1,DR,1,False,True,False
349,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
349,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
349,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
349,PSEUDO,diamondcut,correlation,DR_k1,DR,1,False,True,False
349,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
349,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
349,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
350,KEEP,diamondcut,correlation,DR_k1,DR,1,False,True,False
350,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
350,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
350,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
350,PSEUDO,diamondcut,correlation,DR_k1,DR,1,False,True,False
350,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
350,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
350,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
351,KEEP,diamondcut,correlation,DR_k1,DR,1,False,True,False
351,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
351,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
351,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
351,PSEUDO,diamondcut,correlation,DR_k1,DR,1,False,True,False
351,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
351,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
351,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
352,KEEP,diamondcut,marginal,DR_k1,DR,1,False,True,False
352,KEEP,diamondcut,marginal,DR_k2,DR,2,False,True,False
352,KEEP,diamondcut,marginal,DR_k3,DR,3,False,True,False
352,KEEP,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
352,PSEUDO,diamondcut,marginal,DR_k1,DR,1,False,True,False
352,PSEUDO,diamondcut,marginal,DR_k2,DR,2,False,True,False
352,PSEUDO,diamondcut,marginal,DR_k3,DR,3,False,True,False
352,PSEUDO,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
353,KEEP,diamondcut,correlation,DR_k1,DR,1,True,False,True
353,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
353,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
353,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
353,PSEUDO,diamondcut,correlation,DR_k1,DR,1,True,False,True
353,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
353,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
353,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
354,KEEP,diamondcut,marginal,DR_k1,DR,1,False,True,False
354,KEEP,diamondcut,marginal,DR_k2,DR,2,False,True,False
354,KEEP,diamondcut,marginal,DR_k3,DR,3,False,True,False
354,KEEP,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
354,PSEUDO,diamondcut,marginal,DR_k1,DR,1,False,True,False
354,PSEUDO,diamondcut,marginal,DR_k2,DR,2,False,True,False
354,PSEUDO,diamondcut,marginal,DR_k3,DR,3,False,True,False
354,PSEUDO,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
355,KEEP,diamondcut,marginal,DR_k1,DR,1,False,True,False
355,KEEP,diamondcut,marginal,DR_k2,DR,2,False,True,False
355,KEEP,diamondcut,marginal,DR_k3,DR,3,False,True,False
355,KEEP,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
355,PSEUDO,diamondcut,marginal,DR_k1,DR,1,False,True,False
355,PSEUDO,diamondcut,marginal,DR_k2,DR,2,False,True,False
355,PSEUDO,diamondcut,marginal,DR_k3,DR,3,False,True,False
355,PSEUDO,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
356,KEEP,diamondcut,marginal,DR_k1,DR,1,False,True,False
356,KEEP,diamondcut,marginal,DR_k2,DR,2,False,True,False
356,KEEP,diamondcut,marginal,DR_k3,DR,3,False,True,False
356,KEEP,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
356,PSEUDO,diamondcut,marginal,DR_k1,DR,1,False,True,False
356,PSEUDO,diamondcut,marginal,DR_k2,DR,2,False,True,False
356,PSEUDO,diamondcut,marginal,DR_k3,DR,3,False,True,False
356,PSEUDO,diamondcut,marginal,SCRAMBLE,SCRAMBLE,0,False,True,False
357,KEEP,diamondcut,correlation,DR_k1,DR,1,False,True,False
357,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
357,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
357,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
357,PSEUDO,diamondcut,correlation,DR_k1,DR,1,False,True,False
357,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
357,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
357,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
358,KEEP,diamondcut,correlation,DR_k1,DR,1,False,True,False
358,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
358,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
358,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
358,PSEUDO,diamondcut,correlation,DR_k1,DR,1,False,True,False
358,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
358,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
358,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
359,KEEP,diamondcut,correlation,DR_k1,DR,1,False,True,False
359,KEEP,diamondcut,correlation,DR_k2,DR,2,False,True,False
359,KEEP,diamondcut,correlation,DR_k3,DR,3,False,True,False
359,KEEP,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
359,PSEUDO,diamondcut,correlation,DR_k1,DR,1,False,True,False
359,PSEUDO,diamondcut,correlation,DR_k2,DR,2,False,True,False
359,PSEUDO,diamondcut,correlation,DR_k3,DR,3,False,True,False
359,PSEUDO,diamondcut,correlation,SCRAMBLE,SCRAMBLE,0,False,True,False
360,KEEP,diamondcut,ate,DR_k1,DR,1,False,True,False
360,KEEP,diamondcut,ate,DR_k2,DR,2,False,True,False
360,KEEP,diamondcut,ate,DR_k3,DR,3,False,True,False
360,KEEP,diamondcut,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
360,PSEUDO,diamondcut,ate,DR_k1,DR,1,False,True,False
360,PSEUDO,diamondcut,ate,DR_k2,DR,2,False,True,False
360,PSEUDO,diamondcut,ate,DR_k3,DR,3,False,True,False
360,PSEUDO,diamondcut,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
361,KEEP,diamondcut,ate,DR_k1,DR,1,False,True,False
361,KEEP,diamondcut,ate,DR_k2,DR,2,False,True,False
361,KEEP,diamondcut,ate,DR_k3,DR,3,False,True,False
361,KEEP,diamondcut,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
361,PSEUDO,diamondcut,ate,DR_k1,DR,1,False,True,False
361,PSEUDO,diamondcut,ate,DR_k2,DR,2,False,True,False
361,PSEUDO,diamondcut,ate,DR_k3,DR,3,False,True,False
361,PSEUDO,diamondcut,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
362,KEEP,diamondcut,ate,DR_k1,DR,1,False,True,False
362,KEEP,diamondcut,ate,DR_k2,DR,2,False,True,False
362,KEEP,diamondcut,ate,DR_k3,DR,3,False,True,False
362,KEEP,diamondcut,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
362,PSEUDO,diamondcut,ate,DR_k1,DR,1,False,True,False
362,PSEUDO,diamondcut,ate,DR_k2,DR,2,False,True,False
362,PSEUDO,diamondcut,ate,DR_k3,DR,3,False,True,False
362,PSEUDO,diamondcut,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
363,KEEP,diamondcut,backadj,DR_k1,DR,1,False,True,False
363,KEEP,diamondcut,backadj,DR_k2,DR,2,False,True,False
363,KEEP,diamondcut,backadj,DR_k3,DR,3,False,True,False
363,KEEP,diamondcut,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
363,PSEUDO,diamondcut,backadj,DR_k1,DR,1,False,True,False
363,PSEUDO,diamondcut,backadj,DR_k2,DR,2,False,True,False
363,PSEUDO,diamondcut,backadj,DR_k3,DR,3,False,True,False
363,PSEUDO,diamondcut,backadj,SCRAMBLE,SCRAMBLE,0,False,True,False
364,KEEP,diamondcut,ate,DR_k1,DR,1,True,False,True
364,KEEP,diamondcut,ate,DR_k2,DR,2,False,True,False
364,KEEP,diamondcut,ate,DR_k3,DR,3,False,True,False
364,KEEP,diamondcut,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
364,PSEUDO,diamondcut,ate,DR_k1,DR,1,True,False,True
364,PSEUDO,diamondcut,ate,DR_k2,DR,2,False,True,False
364,PSEUDO,diamondcut,ate,DR_k3,DR,3,False,True,False
364,PSEUDO,diamondcut,ate,SCRAMBLE,SCRAMBLE,0,False,True,False
365,KEEP,diamondcut,ate,DR_k1,DR,1,False,True,False
365,KEEP,diamondcut,ate,DR_k2,DR,2,False,True,False
